"Hour","Temp                  
(°C)","Rel Hum.                  
(%)","Sol. Rad.                  
(W.m                  -2
)","Rainfall                  
(mm)","Date","Station","Latitude","Longitude"
"20","10.4","96","0","0.0",2015-12-26,"DDFS",39.17,-75.59
"21","10.2","97","0","0.0",2015-12-26,"DDFS",39.17,-75.59
"22","10.2","98","0","0.0",2015-12-26,"DDFS",39.17,-75.59
"23","10.2","99","0","0.0",2015-12-26,"DDFS",39.17,-75.59
"0","19.1","98","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"1","19.9","97","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"2","19.9","97","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"3","19.9","97","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"4","19.9","97","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"5","19.7","97","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"6","19.6","98","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"7","19.4","99","9","0.0",2015-12-25,"DDFS",39.17,-75.59
"8","19.7","98","60","0.0",2015-12-25,"DDFS",39.17,-75.59
"9","20.7","94","126","0.3",2015-12-25,"DDFS",39.17,-75.59
"10","21.7","88","203","0.0",2015-12-25,"DDFS",39.17,-75.59
"11","22.1","83","193","0.0",2015-12-25,"DDFS",39.17,-75.59
"12","21.6","89","91","0.0",2015-12-25,"DDFS",39.17,-75.59
"13","21.1","92","32","0.0",2015-12-25,"DDFS",39.17,-75.59
"14","20.3","98","20","1.0",2015-12-25,"DDFS",39.17,-75.59
"15","20.3","96","13","0.0",2015-12-25,"DDFS",39.17,-75.59
"16","20.0","97","3","0.5",2015-12-25,"DDFS",39.17,-75.59
"17","19.6","98","0","0.8",2015-12-25,"DDFS",39.17,-75.59
"18","19.2","99","0","0.5",2015-12-25,"DDFS",39.17,-75.59
"19","17.4","97","0","9.7",2015-12-25,"DDFS",39.17,-75.59
"20","16.3","98","0","0.3",2015-12-25,"DDFS",39.17,-75.59
"21","16.1","99","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"22","15.9","99","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"23","15.5","99","0","0.0",2015-12-25,"DDFS",39.17,-75.59
"0","21.7","89","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"1","21.0","90","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"2","20.8","89","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"3","21.2","82","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"4","21.0","82","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"5","20.7","83","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"6","20.1","84","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"7","19.3","89","3","1.3",2015-12-24,"DDFS",39.17,-75.59
"8","19.4","93","7","7.4",2015-12-24,"DDFS",39.17,-75.59
"9","20.5","91","59","0.0",2015-12-24,"DDFS",39.17,-75.59
"10","21.1","89","74","0.3",2015-12-24,"DDFS",39.17,-75.59
"11","21.0","88","36","0.3",2015-12-24,"DDFS",39.17,-75.59
"12","20.8","90","101","0.0",2015-12-24,"DDFS",39.17,-75.59
"13","20.9","89","26","0.3",2015-12-24,"DDFS",39.17,-75.59
"14","20.6","90","81","0.0",2015-12-24,"DDFS",39.17,-75.59
"15","20.8","88","83","0.0",2015-12-24,"DDFS",39.17,-75.59
"16","20.1","90","12","0.0",2015-12-24,"DDFS",39.17,-75.59
"17","19.2","93","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"18","19.2","95","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"19","18.9","97","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"20","18.9","97","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"21","18.4","99","0","0.0",2015-12-24,"DDFS",39.17,-75.59
"22","18.4","99","0","0.3",2015-12-24,"DDFS",39.17,-75.59
"23","18.8","99","0","1.8",2015-12-24,"DDFS",39.17,-75.59
"0","15.0","94","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"1","14.6","96","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"2","14.2","98","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"3","14.4","98","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"4","14.2","99","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"5","14.2","99","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"6","14.1","99","0","0.8",2015-12-23,"DDFS",39.17,-75.59
"7","13.4","99","3","0.8",2015-12-23,"DDFS",39.17,-75.59
"8","13.2","99","27","0.5",2015-12-23,"DDFS",39.17,-75.59
"9","13.8","99","43","0.0",2015-12-23,"DDFS",39.17,-75.59
"10","14.4","99","76","0.3",2015-12-23,"DDFS",39.17,-75.59
"11","14.8","99","83","0.3",2015-12-23,"DDFS",39.17,-75.59
"12","14.8","99","44","1.8",2015-12-23,"DDFS",39.17,-75.59
"13","15.0","99","36","3.0",2015-12-23,"DDFS",39.17,-75.59
"14","16.5","97","29","0.8",2015-12-23,"DDFS",39.17,-75.59
"15","17.2","98","12","0.5",2015-12-23,"DDFS",39.17,-75.59
"16","17.2","98","2","0.8",2015-12-23,"DDFS",39.17,-75.59
"17","17.3","98","0","0.5",2015-12-23,"DDFS",39.17,-75.59
"18","18.3","98","0","2.3",2015-12-23,"DDFS",39.17,-75.59
"19","20.1","95","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"20","20.7","95","0","1.8",2015-12-23,"DDFS",39.17,-75.59
"21","21.4","94","0","3.8",2015-12-23,"DDFS",39.17,-75.59
"22","21.9","92","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"23","21.9","90","0","0.0",2015-12-23,"DDFS",39.17,-75.59
"0","12.7","83","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"1","12.6","85","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"2","13.0","85","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"3","13.3","85","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"4","12.9","87","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"5","12.7","90","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"6","13.3","89","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"7","13.6","91","9","0.5",2015-12-22,"DDFS",39.17,-75.59
"8","13.4","95","21","1.0",2015-12-22,"DDFS",39.17,-75.59
"9","13.9","96","29","2.0",2015-12-22,"DDFS",39.17,-75.59
"10","15.0","95","42","0.8",2015-12-22,"DDFS",39.17,-75.59
"11","15.8","94","64","0.3",2015-12-22,"DDFS",39.17,-75.59
"12","16.3","94","62","0.0",2015-12-22,"DDFS",39.17,-75.59
"13","16.5","94","57","0.0",2015-12-22,"DDFS",39.17,-75.59
"14","16.3","95","49","0.0",2015-12-22,"DDFS",39.17,-75.59
"15","16.3","93","22","0.0",2015-12-22,"DDFS",39.17,-75.59
"16","16.1","93","3","0.0",2015-12-22,"DDFS",39.17,-75.59
"17","15.9","93","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"18","15.7","94","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"19","15.6","94","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"20","15.6","93","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"21","15.5","93","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"22","15.3","93","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"23","15.0","95","0","0.0",2015-12-22,"DDFS",39.17,-75.59
"0","2.1","56","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"1","3.2","66","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"2","3.7","74","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"3","3.7","79","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"4","4.3","82","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"5","4.2","86","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"6","4.0","90","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"7","3.2","94","11","0.0",2015-12-21,"DDFS",39.17,-75.59
"8","3.8","93","69","0.0",2015-12-21,"DDFS",39.17,-75.59
"9","7.8","75","161","0.0",2015-12-21,"DDFS",39.17,-75.59
"10","10.2","57","229","0.0",2015-12-21,"DDFS",39.17,-75.59
"11","12.9","53","314","0.0",2015-12-21,"DDFS",39.17,-75.59
"12","13.9","56","205","0.0",2015-12-21,"DDFS",39.17,-75.59
"13","14.9","56","218","0.0",2015-12-21,"DDFS",39.17,-75.59
"14","14.4","60","88","0.0",2015-12-21,"DDFS",39.17,-75.59
"15","13.6","64","42","0.0",2015-12-21,"DDFS",39.17,-75.59
"16","12.7","69","11","0.0",2015-12-21,"DDFS",39.17,-75.59
"17","12.5","71","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"18","12.7","74","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"19","12.7","75","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"20","12.8","77","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"21","13.4","77","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"22","13.3","79","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"23","13.0","81","0","0.0",2015-12-21,"DDFS",39.17,-75.59
"0","-1.9","71","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"1","-1.6","71","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"2","-1.1","64","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"3","-1.1","63","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"4","-1.6","65","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"5","-2.7","74","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"6","-3.9","82","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"7","-4.0","85","26","0.0",2015-12-20,"DDFS",39.17,-75.59
"8","0.2","65","139","0.0",2015-12-20,"DDFS",39.17,-75.59
"9","2.6","47","262","0.0",2015-12-20,"DDFS",39.17,-75.59
"10","3.7","44","357","0.0",2015-12-20,"DDFS",39.17,-75.59
"11","4.5","41","407","0.0",2015-12-20,"DDFS",39.17,-75.59
"12","5.1","39","402","0.0",2015-12-20,"DDFS",39.17,-75.59
"13","6.0","37","346","0.0",2015-12-20,"DDFS",39.17,-75.59
"14","6.7","35","259","0.0",2015-12-20,"DDFS",39.17,-75.59
"15","6.0","34","83","0.0",2015-12-20,"DDFS",39.17,-75.59
"16","4.4","42","14","0.0",2015-12-20,"DDFS",39.17,-75.59
"17","2.2","55","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"18","0.8","62","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"19","-0.2","64","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"20","-0.4","69","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"21","0.2","64","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"22","1.7","51","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"23","2.0","52","0","0.0",2015-12-20,"DDFS",39.17,-75.59
"0","2.3","50","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"1","1.9","54","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"2","1.8","55","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"3","1.7","55","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"4","1.3","50","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"5","0.6","50","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"6","0.3","48","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"7","0.1","50","28","0.0",2015-12-19,"DDFS",39.17,-75.59
"8","1.5","48","145","0.0",2015-12-19,"DDFS",39.17,-75.59
"9","3.1","46","267","0.0",2015-12-19,"DDFS",39.17,-75.59
"10","4.0","43","361","0.0",2015-12-19,"DDFS",39.17,-75.59
"11","4.5","41","402","0.0",2015-12-19,"DDFS",39.17,-75.59
"12","4.3","40","248","0.0",2015-12-19,"DDFS",39.17,-75.59
"13","4.5","40","215","0.0",2015-12-19,"DDFS",39.17,-75.59
"14","5.2","39","216","0.0",2015-12-19,"DDFS",39.17,-75.59
"15","5.0","39","86","0.0",2015-12-19,"DDFS",39.17,-75.59
"16","4.3","41","27","0.0",2015-12-19,"DDFS",39.17,-75.59
"17","3.1","46","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"18","2.5","48","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"19","1.9","50","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"20","1.4","52","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"21","0.5","56","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"22","-1.2","67","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"23","-0.9","65","0","0.0",2015-12-19,"DDFS",39.17,-75.59
"0","11.0","99","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"1","10.8","99","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"2","10.9","99","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"3","10.9","98","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"4","10.7","95","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"5","9.8","85","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"6","8.3","76","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"7","7.0","70","1","0.0",2015-12-18,"DDFS",39.17,-75.59
"8","6.4","73","6","0.0",2015-12-18,"DDFS",39.17,-75.59
"9","6.1","72","21","0.0",2015-12-18,"DDFS",39.17,-75.59
"10","5.8","70","59","0.0",2015-12-18,"DDFS",39.17,-75.59
"11","5.9","65","110","0.0",2015-12-18,"DDFS",39.17,-75.59
"12","6.1","63","151","0.0",2015-12-18,"DDFS",39.17,-75.59
"13","6.5","62","133","0.0",2015-12-18,"DDFS",39.17,-75.59
"14","6.9","58","141","0.0",2015-12-18,"DDFS",39.17,-75.59
"15","7.0","56","96","0.0",2015-12-18,"DDFS",39.17,-75.59
"16","6.4","55","13","0.0",2015-12-18,"DDFS",39.17,-75.59
"17","5.7","53","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"18","5.3","52","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"19","5.0","51","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"20","4.4","53","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"21","4.0","54","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"22","3.7","49","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"23","3.3","47","0","0.0",2015-12-18,"DDFS",39.17,-75.59
"0","7.1","95","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"1","7.6","97","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"2","6.1","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"3","6.3","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"4","7.1","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"5","8.2","98","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"6","9.4","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"7","10.0","98","1","0.0",2015-12-17,"DDFS",39.17,-75.59
"8","10.6","98","10","0.0",2015-12-17,"DDFS",39.17,-75.59
"9","11.2","98","25","1.0",2015-12-17,"DDFS",39.17,-75.59
"10","11.7","99","26","2.5",2015-12-17,"DDFS",39.17,-75.59
"11","12.3","99","29","2.0",2015-12-17,"DDFS",39.17,-75.59
"12","12.2","99","24","3.8",2015-12-17,"DDFS",39.17,-75.59
"13","12.7","99","54","0.8",2015-12-17,"DDFS",39.17,-75.59
"14","13.1","99","21","2.5",2015-12-17,"DDFS",39.17,-75.59
"15","13.3","98","23","0.5",2015-12-17,"DDFS",39.17,-75.59
"16","12.9","98","5","0.8",2015-12-17,"DDFS",39.17,-75.59
"17","12.1","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"18","12.0","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"19","12.1","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"20","11.9","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"21","11.5","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"22","11.0","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"23","11.0","99","0","0.0",2015-12-17,"DDFS",39.17,-75.59
"0","8.0","70","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"1","7.8","72","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"2","7.2","75","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"3","7.2","76","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"4","7.2","77","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"5","5.6","85","0","0.0",2015-12-16,"DDFS",39.17,-75.59
"6","4.8","90","0","0.0",2015-12-16,"DDFS",39.17,-75.59
