"Hour","Temp                  
(°C)","Rel Hum.                  
(%)","Sol. Rad.                  
(W.m                  -2
)","Rainfall                  
(mm)","Date","Station","Latitude","Longitude"
"19","7.0","99","0","0.0",2015-12-29,"DWPK",40.09,-75.62
"20","7.1","99","0","0.0",2015-12-29,"DWPK",40.09,-75.62
"21","7.2","99","0","0.0",2015-12-29,"DWPK",40.09,-75.62
"22","7.2","99","0","0.0",2015-12-29,"DWPK",40.09,-75.62
"23","7.2","99","0","0.0",2015-12-29,"DWPK",40.09,-75.62
"0","6.0","76","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"1","5.2","74","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"2","4.6","71","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"3","4.1","71","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"4","3.7","71","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"5","3.4","70","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"6","2.8","71","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"7","2.3","74","8","0.0",2015-12-28,"DWPK",40.09,-75.62
"8","3.0","73","45","0.0",2015-12-28,"DWPK",40.09,-75.62
"9","3.9","69","145","0.0",2015-12-28,"DWPK",40.09,-75.62
"10","4.6","63","225","0.0",2015-12-28,"DWPK",40.09,-75.62
"11","5.0","58","196","0.0",2015-12-28,"DWPK",40.09,-75.62
"12","4.8","56","118","0.0",2015-12-28,"DWPK",40.09,-75.62
"13","5.0","57","99","0.0",2015-12-28,"DWPK",40.09,-75.62
"14","5.2","59","75","0.0",2015-12-28,"DWPK",40.09,-75.62
"15","5.2","60","22","0.0",2015-12-28,"DWPK",40.09,-75.62
"16","4.9","62","3","0.0",2015-12-28,"DWPK",40.09,-75.62
"17","3.6","65","0","0.5",2015-12-28,"DWPK",40.09,-75.62
"18","3.4","72","0","0.0",2015-12-28,"DWPK",40.09,-75.62
"19","3.5","74","0","0.3",2015-12-28,"DWPK",40.09,-75.62
"20","3.7","78","0","0.3",2015-12-28,"DWPK",40.09,-75.62
"21","3.2","91","0","0.5",2015-12-28,"DWPK",40.09,-75.62
"22","3.0","96","0","1.0",2015-12-28,"DWPK",40.09,-75.62
"23","3.2","97","0","0.5",2015-12-28,"DWPK",40.09,-75.62
"0","8.3","99","0","0.3",2015-12-27,"DWPK",40.09,-75.62
"1","8.3","99","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"2","8.4","99","0","0.3",2015-12-27,"DWPK",40.09,-75.62
"3","8.5","99","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"4","8.8","99","1","0.0",2015-12-27,"DWPK",40.09,-75.62
"5","9.1","99","1","0.0",2015-12-27,"DWPK",40.09,-75.62
"6","9.5","99","1","0.0",2015-12-27,"DWPK",40.09,-75.62
"7","10.1","99","7","0.0",2015-12-27,"DWPK",40.09,-75.62
"8","10.8","99","35","0.0",2015-12-27,"DWPK",40.09,-75.62
"9","11.6","99","77","0.0",2015-12-27,"DWPK",40.09,-75.62
"10","12.6","98","100","0.0",2015-12-27,"DWPK",40.09,-75.62
"11","13.5","97","128","0.0",2015-12-27,"DWPK",40.09,-75.62
"12","14.5","96","104","0.3",2015-12-27,"DWPK",40.09,-75.62
"13","15.3","95","85","0.0",2015-12-27,"DWPK",40.09,-75.62
"14","16.1","93","88","0.0",2015-12-27,"DWPK",40.09,-75.62
"15","16.7","91","51","0.0",2015-12-27,"DWPK",40.09,-75.62
"16","16.8","91","8","0.0",2015-12-27,"DWPK",40.09,-75.62
"17","16.6","93","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"18","15.5","97","0","1.5",2015-12-27,"DWPK",40.09,-75.62
"19","14.4","95","0","0.5",2015-12-27,"DWPK",40.09,-75.62
"20","11.1","92","0","0.3",2015-12-27,"DWPK",40.09,-75.62
"21","9.9","90","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"22","8.2","87","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"23","7.0","81","0","0.0",2015-12-27,"DWPK",40.09,-75.62
"0","15.5","99","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"1","15.0","96","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"2","14.1","87","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"3","12.6","76","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"4","11.5","69","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"5","10.8","63","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"6","10.5","63","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"7","10.3","63","2","0.0",2015-12-26,"DWPK",40.09,-75.62
"8","10.5","62","22","0.0",2015-12-26,"DWPK",40.09,-75.62
"9","11.0","53","62","0.0",2015-12-26,"DWPK",40.09,-75.62
"10","11.0","47","55","0.0",2015-12-26,"DWPK",40.09,-75.62
"11","11.0","49","64","0.0",2015-12-26,"DWPK",40.09,-75.62
"12","11.1","49","82","0.0",2015-12-26,"DWPK",40.09,-75.62
"13","11.1","51","88","0.0",2015-12-26,"DWPK",40.09,-75.62
"14","10.9","54","33","0.0",2015-12-26,"DWPK",40.09,-75.62
"15","11.1","59","21","0.0",2015-12-26,"DWPK",40.09,-75.62
"16","11.0","65","3","0.0",2015-12-26,"DWPK",40.09,-75.62
"17","10.5","66","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"18","10.1","73","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"19","9.8","78","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"20","9.5","83","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"21","9.0","90","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"22","8.4","97","0","0.8",2015-12-26,"DWPK",40.09,-75.62
"23","8.3","99","0","0.0",2015-12-26,"DWPK",40.09,-75.62
"0","14.9","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"1","14.7","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"2","14.6","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"3","14.6","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"4","14.8","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"5","15.5","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"6","16.5","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"7","16.3","99","6","0.3",2015-12-25,"DWPK",40.09,-75.62
"8","16.3","99","29","0.0",2015-12-25,"DWPK",40.09,-75.62
"9","16.5","99","69","0.0",2015-12-25,"DWPK",40.09,-75.62
"10","16.8","99","141","0.0",2015-12-25,"DWPK",40.09,-75.62
"11","17.5","95","181","0.0",2015-12-25,"DWPK",40.09,-75.62
"12","18.5","88","242","0.0",2015-12-25,"DWPK",40.09,-75.62
"13","19.2","86","122","0.0",2015-12-25,"DWPK",40.09,-75.62
"14","18.4","90","49","0.0",2015-12-25,"DWPK",40.09,-75.62
"15","17.8","92","17","0.0",2015-12-25,"DWPK",40.09,-75.62
"16","17.0","96","4","0.3",2015-12-25,"DWPK",40.09,-75.62
"17","16.6","99","0","3.0",2015-12-25,"DWPK",40.09,-75.62
"18","16.3","99","0","2.3",2015-12-25,"DWPK",40.09,-75.62
"19","16.3","99","0","0.3",2015-12-25,"DWPK",40.09,-75.62
"20","16.2","99","0","0.3",2015-12-25,"DWPK",40.09,-75.62
"21","16.0","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"22","15.8","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"23","15.6","99","0","0.0",2015-12-25,"DWPK",40.09,-75.62
"0","19.6","95","0","0.3",2015-12-24,"DWPK",40.09,-75.62
"1","20.0","90","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"2","19.3","89","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"3","19.1","90","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"4","19.4","90","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"5","19.5","87","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"6","19.1","87","0","0.3",2015-12-24,"DWPK",40.09,-75.62
"7","19.1","85","2","0.3",2015-12-24,"DWPK",40.09,-75.62
"8","18.5","91","19","0.0",2015-12-24,"DWPK",40.09,-75.62
"9","18.9","92","28","0.3",2015-12-24,"DWPK",40.09,-75.62
"10","19.3","92","44","0.0",2015-12-24,"DWPK",40.09,-75.62
"11","20.0","89","75","0.0",2015-12-24,"DWPK",40.09,-75.62
"12","20.8","85","126","0.0",2015-12-24,"DWPK",40.09,-75.62
"13","20.9","84","98","0.0",2015-12-24,"DWPK",40.09,-75.62
"14","20.9","82","104","0.0",2015-12-24,"DWPK",40.09,-75.62
"15","20.8","78","62","0.0",2015-12-24,"DWPK",40.09,-75.62
"16","20.2","73","8","0.0",2015-12-24,"DWPK",40.09,-75.62
"17","18.3","76","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"18","15.1","94","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"19","14.4","97","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"20","14.3","97","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"21","14.6","97","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"22","14.9","97","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"23","14.8","99","0","0.0",2015-12-24,"DWPK",40.09,-75.62
"0","12.4","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"1","12.2","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"2","12.2","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"3","12.1","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"4","11.9","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"5","12.2","99","0","0.3",2015-12-23,"DWPK",40.09,-75.62
"6","12.4","99","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"7","12.8","99","2","0.0",2015-12-23,"DWPK",40.09,-75.62
"8","12.9","99","11","0.0",2015-12-23,"DWPK",40.09,-75.62
"9","13.3","99","31","0.0",2015-12-23,"DWPK",40.09,-75.62
"10","13.9","99","31","0.0",2015-12-23,"DWPK",40.09,-75.62
"11","14.4","99","42","0.5",2015-12-23,"DWPK",40.09,-75.62
"12","14.8","99","39","0.3",2015-12-23,"DWPK",40.09,-75.62
"13","14.6","99","17","2.3",2015-12-23,"DWPK",40.09,-75.62
"14","14.4","99","18","3.8",2015-12-23,"DWPK",40.09,-75.62
"15","14.8","99","9","3.0",2015-12-23,"DWPK",40.09,-75.62
"16","15.5","99","2","1.3",2015-12-23,"DWPK",40.09,-75.62
"17","15.9","99","0","1.3",2015-12-23,"DWPK",40.09,-75.62
"18","16.3","99","0","11.2",2015-12-23,"DWPK",40.09,-75.62
"19","17.4","99","0","7.1",2015-12-23,"DWPK",40.09,-75.62
"20","18.0","99","0","1.8",2015-12-23,"DWPK",40.09,-75.62
"21","18.3","98","0","1.5",2015-12-23,"DWPK",40.09,-75.62
"22","19.1","97","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"23","19.4","96","0","0.0",2015-12-23,"DWPK",40.09,-75.62
"0","11.2","83","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"1","11.6","82","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"2","11.7","83","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"3","11.3","87","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"4","11.3","88","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"5","11.1","92","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"6","11.0","92","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"7","11.1","94","2","0.5",2015-12-22,"DWPK",40.09,-75.62
"8","11.3","96","21","0.3",2015-12-22,"DWPK",40.09,-75.62
"9","12.0","96","31","0.0",2015-12-22,"DWPK",40.09,-75.62
"10","12.6","96","41","0.0",2015-12-22,"DWPK",40.09,-75.62
"11","13.1","96","35","0.0",2015-12-22,"DWPK",40.09,-75.62
"12","13.6","97","37","0.0",2015-12-22,"DWPK",40.09,-75.62
"13","14.2","95","51","0.0",2015-12-22,"DWPK",40.09,-75.62
"14","14.7","92","37","0.0",2015-12-22,"DWPK",40.09,-75.62
"15","14.8","91","19","0.0",2015-12-22,"DWPK",40.09,-75.62
"16","14.7","92","5","0.0",2015-12-22,"DWPK",40.09,-75.62
"17","14.7","92","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"18","14.6","92","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"19","14.5","93","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"20","14.0","95","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"21","12.0","98","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"22","11.6","99","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"23","12.4","99","0","0.0",2015-12-22,"DWPK",40.09,-75.62
"0","-0.1","58","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"1","1.0","60","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"2","1.8","67","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"3","2.2","74","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"4","2.1","80","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"5","2.1","85","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"6","2.1","89","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"7","2.5","90","9","0.0",2015-12-21,"DWPK",40.09,-75.62
"8","3.4","88","67","0.0",2015-12-21,"DWPK",40.09,-75.62
"9","5.8","76","144","0.0",2015-12-21,"DWPK",40.09,-75.62
"10","7.1","68","178","0.0",2015-12-21,"DWPK",40.09,-75.62
"11","8.7","57","316","0.0",2015-12-21,"DWPK",40.09,-75.62
"12","9.5","53","160","0.0",2015-12-21,"DWPK",40.09,-75.62
"13","9.5","50","107","0.0",2015-12-21,"DWPK",40.09,-75.62
"14","9.6","52","83","0.0",2015-12-21,"DWPK",40.09,-75.62
"15","10.1","53","34","0.0",2015-12-21,"DWPK",40.09,-75.62
"16","9.9","58","4","0.0",2015-12-21,"DWPK",40.09,-75.62
"17","9.8","63","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"18","10.5","68","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"19","11.4","69","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"20","11.9","71","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"21","11.6","76","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"22","11.5","79","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"23","11.2","82","0","0.0",2015-12-21,"DWPK",40.09,-75.62
"0","-0.3","56","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"1","-0.4","56","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"2","-0.7","56","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"3","-0.8","56","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"4","-1.0","57","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"5","-1.1","57","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"6","-1.5","59","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"7","-1.7","59","7","0.0",2015-12-20,"DWPK",40.09,-75.62
"8","-1.0","57","45","0.0",2015-12-20,"DWPK",40.09,-75.62
"9","0.8","53","241","0.0",2015-12-20,"DWPK",40.09,-75.62
"10","2.0","51","340","0.0",2015-12-20,"DWPK",40.09,-75.62
"11","2.7","50","379","0.0",2015-12-20,"DWPK",40.09,-75.62
"12","4.0","46","380","0.0",2015-12-20,"DWPK",40.09,-75.62
"13","4.7","44","320","0.0",2015-12-20,"DWPK",40.09,-75.62
"14","5.1","42","237","0.0",2015-12-20,"DWPK",40.09,-75.62
"15","4.6","43","104","0.0",2015-12-20,"DWPK",40.09,-75.62
"16","3.5","46","12","0.0",2015-12-20,"DWPK",40.09,-75.62
"17","1.2","56","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"18","-0.7","67","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"19","-1.4","72","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"20","-0.6","67","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"21","0.3","58","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"22","-0.9","63","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"23","-1.5","68","0","0.0",2015-12-20,"DWPK",40.09,-75.62
"0","1.5","55","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"1","0.8","57","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"2","0.6","58","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"3","0.1","68","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"4","-0.3","61","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"5","-0.7","51","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"6","-1.1","54","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"7","-1.4","55","8","0.0",2015-12-19,"DWPK",40.09,-75.62
"8","-0.8","53","48","0.0",2015-12-19,"DWPK",40.09,-75.62
"9","0.7","49","248","0.0",2015-12-19,"DWPK",40.09,-75.62
"10","1.6","47","342","0.0",2015-12-19,"DWPK",40.09,-75.62
"11","2.4","46","396","0.0",2015-12-19,"DWPK",40.09,-75.62
"12","3.0","43","355","0.0",2015-12-19,"DWPK",40.09,-75.62
"13","3.0","42","184","0.0",2015-12-19,"DWPK",40.09,-75.62
"14","3.1","40","121","0.0",2015-12-19,"DWPK",40.09,-75.62
"15","3.2","39","65","0.0",2015-12-19,"DWPK",40.09,-75.62
"16","2.7","40","9","0.0",2015-12-19,"DWPK",40.09,-75.62
"17","2.0","43","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"18","1.7","45","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"19","1.5","45","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"20","1.0","47","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"21","0.7","50","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"22","0.2","53","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"23","-0.1","55","0","0.0",2015-12-19,"DWPK",40.09,-75.62
"0","10.2","95","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"1","10.4","92","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"2","10.0","90","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"3","8.8","84","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"4","7.2","78","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"5","5.4","76","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"6","4.7","75","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"7","4.3","75","2","0.0",2015-12-18,"DWPK",40.09,-75.62
"8","4.3","74","15","0.0",2015-12-18,"DWPK",40.09,-75.62
"9","4.5","71","53","0.0",2015-12-18,"DWPK",40.09,-75.62
"10","4.9","67","125","0.0",2015-12-18,"DWPK",40.09,-75.62
"11","5.7","63","181","0.0",2015-12-18,"DWPK",40.09,-75.62
"12","6.7","59","289","0.0",2015-12-18,"DWPK",40.09,-75.62
"13","7.0","57","265","0.0",2015-12-18,"DWPK",40.09,-75.62
"14","6.6","54","132","0.0",2015-12-18,"DWPK",40.09,-75.62
"15","5.7","55","37","0.0",2015-12-18,"DWPK",40.09,-75.62
"16","5.2","54","5","0.0",2015-12-18,"DWPK",40.09,-75.62
"17","4.7","55","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"18","3.9","54","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"19","3.3","55","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"20","3.2","54","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"21","2.9","52","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"22","2.6","52","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"23","2.1","53","0","0.0",2015-12-18,"DWPK",40.09,-75.62
"0","8.3","81","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"1","8.1","84","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"2","8.4","84","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"3","8.5","86","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"4","8.7","87","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"5","8.8","88","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"6","8.4","91","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"7","9.3","92","1","0.0",2015-12-17,"DWPK",40.09,-75.62
"8","9.7","92","13","0.0",2015-12-17,"DWPK",40.09,-75.62
"9","9.6","97","23","2.0",2015-12-17,"DWPK",40.09,-75.62
"10","9.4","99","23","2.0",2015-12-17,"DWPK",40.09,-75.62
"11","9.6","99","23","3.6",2015-12-17,"DWPK",40.09,-75.62
"12","9.8","99","19","4.8",2015-12-17,"DWPK",40.09,-75.62
"13","10.1","99","18","4.1",2015-12-17,"DWPK",40.09,-75.62
"14","10.2","99","16","3.8",2015-12-17,"DWPK",40.09,-75.62
"15","10.3","99","10","2.0",2015-12-17,"DWPK",40.09,-75.62
"16","10.3","99","9","0.5",2015-12-17,"DWPK",40.09,-75.62
"17","10.2","99","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"18","10.3","99","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"19","10.3","99","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"20","10.4","99","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"21","10.9","99","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"22","11.1","96","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"23","10.6","94","0","0.0",2015-12-17,"DWPK",40.09,-75.62
"0","9.8","65","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"1","9.9","65","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"2","9.9","66","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"3","9.8","67","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"4","9.4","69","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"5","8.8","70","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"6","8.4","69","0","0.0",2015-12-16,"DWPK",40.09,-75.62
"7","8.2","69","7","0.0",2015-12-16,"DWPK",40.09,-75.62
"8","8.3","70","36","0.0",2015-12-16,"DWPK",40.09,-75.62
"9","8.6","68","58","0.0",2015-12-16,"DWPK",40.09,-75.62
"10","8.8","67","82","0.0",2015-12-16,"DWPK",40.09,-75.62
"11","9.3","65","104","0.0",2015-12-16,"DWPK",40.09,-75.62
"12","9.5","63","101","0.0",2015-12-16,"DWPK",40.09,-75.62
