"Hour","Temp                  
(°C)","Rel Hum.                  
(%)","Sol. Rad.                  
(W.m                  -2
)","Rainfall                  
(mm)","Date","Station","Latitude","Longitude"
"22","6.1","98","0","0.0",2015-12-29,"DLWG",39.87,-75.68
"23","5.9","99","0","0.0",2015-12-29,"DLWG",39.87,-75.68
"0","5.9","79","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"1","5.1","76","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"2","4.2","72","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"3","3.7","73","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"4","3.4","71","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"5","3.0","70","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"6","2.5","70","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"7","2.2","71","14","0.0",2015-12-28,"DLWG",39.87,-75.68
"8","2.8","70","80","0.0",2015-12-28,"DLWG",39.87,-75.68
"9","3.5","67","160","0.0",2015-12-28,"DLWG",39.87,-75.68
"10","3.9","63","188","0.0",2015-12-28,"DLWG",39.87,-75.68
"11","4.3","58","153","0.0",2015-12-28,"DLWG",39.87,-75.68
"12","4.6","57","128","0.0",2015-12-28,"DLWG",39.87,-75.68
"13","5.0","57","136","0.0",2015-12-28,"DLWG",39.87,-75.68
"14","4.9","59","54","0.0",2015-12-28,"DLWG",39.87,-75.68
"15","5.0","60","27","0.0",2015-12-28,"DLWG",39.87,-75.68
"16","4.8","65","2","0.0",2015-12-28,"DLWG",39.87,-75.68
"17","4.0","62","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"18","3.9","66","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"19","4.0","70","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"20","3.9","79","0","0.0",2015-12-28,"DLWG",39.87,-75.68
"21","3.3","92","0","0.8",2015-12-28,"DLWG",39.87,-75.68
"22","2.9","95","0","0.8",2015-12-28,"DLWG",39.87,-75.68
"23","3.2","97","0","0.3",2015-12-28,"DLWG",39.87,-75.68
"0","7.6","99","0","0.3",2015-12-27,"DLWG",39.87,-75.68
"1","7.6","99","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"2","7.7","99","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"3","7.8","99","0","0.3",2015-12-27,"DLWG",39.87,-75.68
"4","7.9","99","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"5","7.9","99","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"6","8.0","100","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"7","8.5","100","4","0.0",2015-12-27,"DLWG",39.87,-75.68
"8","8.8","100","31","0.0",2015-12-27,"DLWG",39.87,-75.68
"9","9.5","100","63","0.0",2015-12-27,"DLWG",39.87,-75.68
"10","10.5","100","80","0.0",2015-12-27,"DLWG",39.87,-75.68
"11","11.3","100","102","0.0",2015-12-27,"DLWG",39.87,-75.68
"12","11.8","100","81","0.0",2015-12-27,"DLWG",39.87,-75.68
"13","12.7","100","76","0.0",2015-12-27,"DLWG",39.87,-75.68
"14","13.6","100","62","0.0",2015-12-27,"DLWG",39.87,-75.68
"15","14.3","99","45","0.0",2015-12-27,"DLWG",39.87,-75.68
"16","14.5","96","10","0.0",2015-12-27,"DLWG",39.87,-75.68
"17","14.4","95","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"18","14.4","97","0","0.5",2015-12-27,"DLWG",39.87,-75.68
"19","14.2","97","0","0.5",2015-12-27,"DLWG",39.87,-75.68
"20","11.9","88","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"21","10.0","90","0","0.3",2015-12-27,"DLWG",39.87,-75.68
"22","8.3","88","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"23","6.9","82","0","0.0",2015-12-27,"DLWG",39.87,-75.68
"0","13.5","99","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"1","13.4","99","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"2","12.7","97","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"3","11.6","82","0","0.3",2015-12-26,"DLWG",39.87,-75.68
"4","10.7","74","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"5","10.1","65","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"6","9.9","65","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"7","10.0","66","6","0.0",2015-12-26,"DLWG",39.87,-75.68
"8","10.2","61","19","0.0",2015-12-26,"DLWG",39.87,-75.68
"9","10.3","55","27","0.0",2015-12-26,"DLWG",39.87,-75.68
"10","10.6","52","59","0.0",2015-12-26,"DLWG",39.87,-75.68
"11","10.8","52","74","0.0",2015-12-26,"DLWG",39.87,-75.68
"12","11.3","52","148","0.0",2015-12-26,"DLWG",39.87,-75.68
"13","11.5","55","150","0.0",2015-12-26,"DLWG",39.87,-75.68
"14","11.6","59","60","0.0",2015-12-26,"DLWG",39.87,-75.68
"15","11.4","64","24","0.0",2015-12-26,"DLWG",39.87,-75.68
"16","10.9","66","3","0.0",2015-12-26,"DLWG",39.87,-75.68
"17","10.4","69","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"18","9.7","79","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"19","9.4","84","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"20","8.7","91","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"21","8.1","95","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"22","7.7","98","0","0.3",2015-12-26,"DLWG",39.87,-75.68
"23","7.7","98","0","0.0",2015-12-26,"DLWG",39.87,-75.68
"0","14.9","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"1","14.8","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"2","14.8","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"3","14.6","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"4","14.9","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"5","14.8","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"6","14.4","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"7","14.1","99","11","0.3",2015-12-25,"DLWG",39.87,-75.68
"8","14.1","99","47","0.0",2015-12-25,"DLWG",39.87,-75.68
"9","14.2","99","103","0.0",2015-12-25,"DLWG",39.87,-75.68
"10","14.6","99","155","0.0",2015-12-25,"DLWG",39.87,-75.68
"11","15.1","99","234","0.0",2015-12-25,"DLWG",39.87,-75.68
"12","15.9","99","180","0.0",2015-12-25,"DLWG",39.87,-75.68
"13","16.1","91","99","0.0",2015-12-25,"DLWG",39.87,-75.68
"14","16.3","91","41","0.0",2015-12-25,"DLWG",39.87,-75.68
"15","16.1","93","22","0.0",2015-12-25,"DLWG",39.87,-75.68
"16","15.4","95","4","1.0",2015-12-25,"DLWG",39.87,-75.68
"17","14.8","98","0","5.1",2015-12-25,"DLWG",39.87,-75.68
"18","14.7","99","0","2.0",2015-12-25,"DLWG",39.87,-75.68
"19","14.5","99","0","0.8",2015-12-25,"DLWG",39.87,-75.68
"20","14.3","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"21","14.1","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"22","14.1","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"23","13.8","99","0","0.0",2015-12-25,"DLWG",39.87,-75.68
"0","17.0","99","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"1","16.9","96","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"2","16.3","94","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"3","16.4","95","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"4","17.1","93","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"5","17.2","89","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"6","17.1","90","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"7","16.7","91","2","0.0",2015-12-24,"DLWG",39.87,-75.68
"8","16.5","93","18","0.5",2015-12-24,"DLWG",39.87,-75.68
"9","16.7","95","20","0.3",2015-12-24,"DLWG",39.87,-75.68
"10","17.2","94","34","0.0",2015-12-24,"DLWG",39.87,-75.68
"11","17.2","94","42","0.0",2015-12-24,"DLWG",39.87,-75.68
"12","17.6","94","128","0.0",2015-12-24,"DLWG",39.87,-75.68
"13","17.9","93","77","0.0",2015-12-24,"DLWG",39.87,-75.68
"14","18.0","92","92","0.5",2015-12-24,"DLWG",39.87,-75.68
"15","18.1","91","57","0.0",2015-12-24,"DLWG",39.87,-75.68
"16","17.4","93","11","0.0",2015-12-24,"DLWG",39.87,-75.68
"17","16.4","97","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"18","15.8","98","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"19","15.8","98","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"20","15.6","99","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"21","15.9","99","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"22","15.7","99","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"23","15.4","99","0","0.0",2015-12-24,"DLWG",39.87,-75.68
"0","11.3","98","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"1","11.2","98","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"2","11.2","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"3","11.3","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"4","11.4","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"5","11.6","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"6","11.6","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"7","11.8","99","1","0.3",2015-12-23,"DLWG",39.87,-75.68
"8","12.2","99","18","0.3",2015-12-23,"DLWG",39.87,-75.68
"9","12.4","99","28","0.0",2015-12-23,"DLWG",39.87,-75.68
"10","12.7","99","46","0.3",2015-12-23,"DLWG",39.87,-75.68
"11","12.9","99","53","0.5",2015-12-23,"DLWG",39.87,-75.68
"12","13.2","99","46","0.0",2015-12-23,"DLWG",39.87,-75.68
"13","13.2","99","30","3.6",2015-12-23,"DLWG",39.87,-75.68
"14","13.3","99","27","5.8",2015-12-23,"DLWG",39.87,-75.68
"15","13.7","99","9","3.0",2015-12-23,"DLWG",39.87,-75.68
"16","13.9","99","2","1.0",2015-12-23,"DLWG",39.87,-75.68
"17","14.2","99","0","1.3",2015-12-23,"DLWG",39.87,-75.68
"18","14.5","99","0","12.7",2015-12-23,"DLWG",39.87,-75.68
"19","15.0","99","0","4.1",2015-12-23,"DLWG",39.87,-75.68
"20","14.8","99","0","1.8",2015-12-23,"DLWG",39.87,-75.68
"21","15.2","99","0","1.3",2015-12-23,"DLWG",39.87,-75.68
"22","15.7","99","0","0.0",2015-12-23,"DLWG",39.87,-75.68
"23","16.0","99","0","0.3",2015-12-23,"DLWG",39.87,-75.68
"0","11.4","83","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"1","11.5","84","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"2","11.5","84","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"3","11.2","86","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"4","10.7","90","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"5","10.5","91","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"6","10.7","91","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"7","10.5","95","2","1.3",2015-12-22,"DLWG",39.87,-75.68
"8","10.4","97","15","0.3",2015-12-22,"DLWG",39.87,-75.68
"9","10.9","97","28","0.0",2015-12-22,"DLWG",39.87,-75.68
"10","11.4","97","32","0.0",2015-12-22,"DLWG",39.87,-75.68
"11","11.8","98","38","0.0",2015-12-22,"DLWG",39.87,-75.68
"12","12.1","98","38","0.0",2015-12-22,"DLWG",39.87,-75.68
"13","12.5","98","51","0.5",2015-12-22,"DLWG",39.87,-75.68
"14","12.7","97","44","0.0",2015-12-22,"DLWG",39.87,-75.68
"15","12.6","96","24","0.0",2015-12-22,"DLWG",39.87,-75.68
"16","12.6","96","4","0.0",2015-12-22,"DLWG",39.87,-75.68
"17","12.7","96","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"18","12.8","95","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"19","12.7","96","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"20","12.5","96","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"21","12.2","96","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"22","11.9","97","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"23","11.5","98","0","0.0",2015-12-22,"DLWG",39.87,-75.68
"0","1.4","52","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"1","1.3","60","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"2","1.8","68","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"3","1.8","78","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"4","2.0","85","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"5","2.3","88","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"6","2.5","90","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"7","2.8","91","11","0.0",2015-12-21,"DLWG",39.87,-75.68
"8","3.9","87","100","0.0",2015-12-21,"DLWG",39.87,-75.68
"9","5.6","78","181","0.0",2015-12-21,"DLWG",39.87,-75.68
"10","6.7","71","197","0.0",2015-12-21,"DLWG",39.87,-75.68
"11","8.0","62","291","0.0",2015-12-21,"DLWG",39.87,-75.68
"12","9.0","51","184","0.0",2015-12-21,"DLWG",39.87,-75.68
"13","9.2","50","130","0.0",2015-12-21,"DLWG",39.87,-75.68
"14","9.8","52","121","0.0",2015-12-21,"DLWG",39.87,-75.68
"15","9.9","58","38","0.0",2015-12-21,"DLWG",39.87,-75.68
"16","9.9","65","6","0.0",2015-12-21,"DLWG",39.87,-75.68
"17","10.6","67","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"18","11.4","67","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"19","11.4","70","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"20","11.1","76","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"21","11.1","79","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"22","11.5","81","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"23","11.5","82","0","0.0",2015-12-21,"DLWG",39.87,-75.68
"0","-1.9","63","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"1","-2.2","65","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"2","-2.4","65","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"3","-2.1","63","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"4","-2.0","62","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"5","-2.0","61","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"6","-2.6","63","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"7","-2.7","63","19","0.0",2015-12-20,"DLWG",39.87,-75.68
"8","-1.4","59","148","0.0",2015-12-20,"DLWG",39.87,-75.68
"9","0.3","55","285","0.0",2015-12-20,"DLWG",39.87,-75.68
"10","1.6","53","392","0.0",2015-12-20,"DLWG",39.87,-75.68
"11","2.6","51","436","0.0",2015-12-20,"DLWG",39.87,-75.68
"12","3.8","47","449","0.0",2015-12-20,"DLWG",39.87,-75.68
"13","4.3","46","385","0.0",2015-12-20,"DLWG",39.87,-75.68
"14","4.9","43","279","0.0",2015-12-20,"DLWG",39.87,-75.68
"15","4.6","42","141","0.0",2015-12-20,"DLWG",39.87,-75.68
"16","3.1","47","15","0.0",2015-12-20,"DLWG",39.87,-75.68
"17","1.9","52","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"18","0.7","61","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"19","-0.0","64","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"20","0.3","58","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"21","0.7","53","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"22","0.8","52","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"23","1.5","50","0","0.0",2015-12-20,"DLWG",39.87,-75.68
"0","0.7","57","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"1","-0.1","60","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"2","-0.1","61","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"3","-0.3","67","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"4","-0.7","63","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"5","-1.4","62","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"6","-1.7","58","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"7","-1.9","57","20","0.0",2015-12-19,"DLWG",39.87,-75.68
"8","-0.7","54","152","0.0",2015-12-19,"DLWG",39.87,-75.68
"9","0.4","52","291","0.0",2015-12-19,"DLWG",39.87,-75.68
"10","1.6","49","398","0.0",2015-12-19,"DLWG",39.87,-75.68
"11","2.4","47","432","0.0",2015-12-19,"DLWG",39.87,-75.68
"12","2.1","47","196","0.0",2015-12-19,"DLWG",39.87,-75.68
"13","2.8","44","242","0.0",2015-12-19,"DLWG",39.87,-75.68
"14","2.9","42","178","0.0",2015-12-19,"DLWG",39.87,-75.68
"15","3.0","39","127","0.0",2015-12-19,"DLWG",39.87,-75.68
"16","2.2","42","18","0.0",2015-12-19,"DLWG",39.87,-75.68
"17","1.4","47","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"18","0.8","49","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"19","0.2","53","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"20","-0.1","55","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"21","-0.7","58","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"22","-1.2","60","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"23","-1.5","62","0","0.0",2015-12-19,"DLWG",39.87,-75.68
"0","9.0","94","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"1","8.8","91","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"2","8.5","90","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"3","7.8","84","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"4","6.7","80","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"5","5.0","75","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"6","4.1","75","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"7","3.7","74","2","0.0",2015-12-18,"DLWG",39.87,-75.68
"8","3.6","73","13","0.0",2015-12-18,"DLWG",39.87,-75.68
"9","3.7","72","42","0.0",2015-12-18,"DLWG",39.87,-75.68
"10","4.0","70","99","0.0",2015-12-18,"DLWG",39.87,-75.68
"11","4.7","66","156","0.0",2015-12-18,"DLWG",39.87,-75.68
"12","5.7","62","284","0.0",2015-12-18,"DLWG",39.87,-75.68
"13","6.1","58","284","0.0",2015-12-18,"DLWG",39.87,-75.68
"14","6.0","56","151","0.0",2015-12-18,"DLWG",39.87,-75.68
"15","5.1","57","68","0.0",2015-12-18,"DLWG",39.87,-75.68
"16","4.3","60","9","0.0",2015-12-18,"DLWG",39.87,-75.68
"17","3.8","55","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"18","3.2","56","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"19","2.7","56","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"20","2.7","53","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"21","2.5","53","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"22","1.9","58","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"23","1.3","57","0","0.0",2015-12-18,"DLWG",39.87,-75.68
"0","7.9","84","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"1","8.4","85","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"2","8.2","87","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"3","7.8","90","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"4","7.8","91","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"5","8.1","91","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"6","8.4","92","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"7","8.5","93","1","0.0",2015-12-17,"DLWG",39.87,-75.68
"8","9.0","93","11","0.3",2015-12-17,"DLWG",39.87,-75.68
"9","9.1","95","21","2.0",2015-12-17,"DLWG",39.87,-75.68
"10","8.8","97","21","3.0",2015-12-17,"DLWG",39.87,-75.68
"11","9.0","97","20","3.8",2015-12-17,"DLWG",39.87,-75.68
"12","9.3","98","24","4.3",2015-12-17,"DLWG",39.87,-75.68
"13","9.7","98","24","4.3",2015-12-17,"DLWG",39.87,-75.68
"14","10.0","98","18","3.0",2015-12-17,"DLWG",39.87,-75.68
"15","10.1","98","13","1.5",2015-12-17,"DLWG",39.87,-75.68
"16","10.0","98","8","1.0",2015-12-17,"DLWG",39.87,-75.68
"17","9.8","98","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"18","9.6","99","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"19","9.4","99","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"20","9.5","99","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"21","9.5","99","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"22","9.4","99","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"23","9.3","96","0","0.0",2015-12-17,"DLWG",39.87,-75.68
"0","8.0","71","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"1","7.8","72","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"2","8.0","72","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"3","8.2","72","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"4","8.5","71","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"5","8.9","70","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"6","8.5","70","0","0.0",2015-12-16,"DLWG",39.87,-75.68
"7","8.1","68","9","0.0",2015-12-16,"DLWG",39.87,-75.68
"8","8.1","68","43","0.0",2015-12-16,"DLWG",39.87,-75.68
"9","8.4","67","65","0.0",2015-12-16,"DLWG",39.87,-75.68
"10","8.6","66","100","0.0",2015-12-16,"DLWG",39.87,-75.68
"11","8.8","66","108","0.0",2015-12-16,"DLWG",39.87,-75.68
"12","8.8","65","117","0.0",2015-12-16,"DLWG",39.87,-75.68
